ID,DOI,Type,Title,Abstract,PublishedDate,Source
DOI:10.1016/j.jchirv.2020.04.009,10.1016/j.jchirv.2020.04.009,Journal de Chirurgie Viscérale,Gestion de l’épidémie de la COVID-19 par les établissements publics de santé — analyse de la Fédération hospitalière de France,"                Résumé                                   Le but de cet article est de détailler les mesures prises dans les établissements publics pour faire face à l’épidémie de COVID-19. Sont détaillées la stratégie initiale, l’évolution organisationnelle vers le « tout-COVID », la coordination entre les différents intervenants ainsi que la stratégie de maintien de la continuité des soins. L’expérience au Québec est aussi prise en exemple. Enfin la sortie de crise doit être anticipée dès cette phase d’épidémie.                                             Summary                                   The objective of this article is to detail the measures taken in public institutions to cope with the COVID-19 epidemic. It details the initial strategy, organizational evolution towards “all-COVID”, coordination between the various stakeholders and the strategy for maintaining continuity of care. The Quebec experience is also used as an example. Finally, an exit strategy must be anticipated at this phase of the epidemic.",2020-04-18 00:00:00,ELSEVIER
DOI:10.1016/j.medmal.2020.04.006,10.1016/j.medmal.2020.04.006,Médecine et Maladies Infectieuses,Features of anosmia in COVID-19,"                                                  Background                   Medical publications about anosmia with COVID-19 are scarce. We aimed to describe the prevalence and features of anosmia in COVID-19 patients.                                                   Methods                   We retrospectively included COVID-19 patients with anosmia between March 1st and March 17th, 2020. We used SARS-CoV-2 real time PCR in respiratory samples to confirm the cases.                                                   Results                   Fifty-four of 114 patients (47%) with confirmed COVID-19 reported anosmia. Mean age of the 54 patients was 47 (±16) years; 67% were females and 37% were hospitalised. The median Charlson comorbidity index was 0.70 (±1.6 [0–7]). Forty-six patients (85%) had dysgeusia and 28% presented with pneumonia. Anosmia began 4.4 (±1.9 [1–8]) days after infection onset. The mean duration of anosmia was 8.9 (±6.3 [1–21]) days and 98% of patients recovered within 28 days.                                                   Conclusions                   Anosmia was present in half of our European COVID-19 patients and was often associated with dysgeusia.",2020-04-17 00:00:00,ELSEVIER
DOI:10.1016/j.gaceta.2020.04.008,10.1016/j.gaceta.2020.04.008,Gaceta Sanitaria,Las estadísticas sanitarias y la invisibilidad por sexo y de género durante la epidemia de COVID-19,"ABSTRACT Reports on COVID-19 from the Spanish Health Ministry are valuable, but incomplete, with the perverse effect that the susceptibility to COVID-19 by sex is unclear. Prevalence of COVID-19 by sexes differs between countries. The trend in Spain shows an unequal pattern, initially more frequent in men, but women outnumbered them from March 31, after two weeks lockdown. Infections are more frequent in women than in men in close contact with probable/confirmed COVID-19 cases. Consistent with deaths in men, they are hospitalized more frequently than women: Significant gender differences in signs/symptoms can drive this pattern, already observed in other pathologies. In late April, excess mortality is the same in women (67%) than in men (66%). But, lack of exhaustive information on deaths from COVID-19 in non-hospitalized patients may contribute to lower notification of deaths in women. Invisibility of data by sex and gender is probably affecting negatively women with COVID -19 more than men.",2020-05-04 00:00:00,ELSEVIER
DOI:10.1016/j.jocn.2020.04.124,10.1016/j.jocn.2020.04.124,Journal of Clinical Neuroscience,"COVID-19, SARS and MERS: A neurological perspective","Abstract Central to COVID-19 pathophysiology is an acute respiratory infection primarily manifesting as pneumonia. Two months into the COVID-19 outbreak, however, a retrospective study in China involving more than 200 participants revealed a neurological component to COVID-19 in a subset of patients. The observed symptoms, the cause of which remains unclear, included impaired consciousness, skeletal muscle injury and acute cerebrovascular disease, and appeared more frequently in severe disease. Since then, findings from several studies have hinted at various possible neurological outcomes in COVID-19 patients. Here, we review the historical association between neurological complications and highly pathological coronaviruses including SARS, MERS and COVID-19. We draw from evidence derived from past coronavirus outbreaks, noting the similarities and differences between SARS and MERS and the current COVID-19 pandemic. We end by briefly discussing possible mechanisms by which the coronavirus impacts on the human nervous system, as well as neurology-specific considerations that arise from the repercussions of COVID-19.",2020-05-05 00:00:00,ELSEVIER
DOI:10.1016/j.jaci.2020.04.029,10.1016/j.jaci.2020.04.029,Journal of Allergy and Clinical Immunology,Type I IFN immunoprofiling in COVID-19 patients,,2020-04-29 00:00:00,ELSEVIER
DOI:10.1016/j.jcv.2020.104393,10.1016/j.jcv.2020.104393,Journal of Clinical Virology,Clinical evaluation of an immunochromatographic IgM/IgG antibody assay and chest computed tomography for the diagnosis of COVID-19,"                                                  Background                   We evaluated the clinical performance of an immunochromatographic (IC) IgM/IgG antibody assay for severe acute respiratory syndrome coronavirus 2 (SARS-CoV2) and chest computed tomography (CT) for the diagnosis of Coronavirus disease 2019 (COVID-19).                                                   Methods                   We examined 139 serum specimens collected from 112 patients with COVID-19 and 48 serum specimens collected from 48 non-COVID-19 patients. The presence of IgM/IgG antibody for SARS-COV2 was determined using the One Step Novel Coronavirus (COVID-19) IgM/IgG Antibody Test. Chest CT was performed in COVID-19 patients on admission.                                                   Findings                   Of the139 COVID-19 serum specimens, IgM was detected in 27.8 %, 48.0 %, and 95.8 % of the specimens collected within 1 week, 1–2 weeks, and >2 weeks after symptom onset and IgG was detected in 3.3 %, 8.0 %, and 62.5 %, respectively. Among the 48 non-COVID-19 serum specimens, 1 generated a false-positive result for IgM. Thirty-eight of the 112 COVID-19 patients were asymptomatic, of whom 15 were positive for IgM, and 74 were symptomatic, of whom 22 were positive for IgM and 7 were positive for IgG. The diagnostic sensitivity of CT scan alone and in combination with the IC assay was 57.9 % (22/38) and 68.4 % (26/38) for the asymptomatic patients and 74.3 % (55/74) and 82.4 % (61/74) for the symptomatic patients, respectively.                                                   Conclusion                   The IC assay had low sensitivity during the early phase of infection, and thus IC assay alone is not recommended for initial diagnostic testing for COVID-19. If RT-qPCR is not available, the combination of chest CT and IC assay may be useful for diagnosing COVID-19.",2020-04-30 00:00:00,ELSEVIER
DOI:10.1016/j.therap.2020.04.004,10.1016/j.therap.2020.04.004,Therapies,THERAP–COVID-19,"                Summary                                   According to previous reports, diabetes seems to be associated with serious clinical events due to COVID-19. But is diabetes per se a risk factor of being infected by the virus? We discuss these points. Data about the antidiabetic drugs are scarce. Dipeptidylpeptidase-4 (DPP-4) is found as both a cell surface protein ubiquitously expressed in many tissues and as a soluble molecule found in serum/plasma, fluids. DPP-4 is involved in infection of cells by some viruses. We relate data about the use of DPP-4 inhibitors in diabetic patients. We conclude relating French and international recommendations in people with diabetes.",2020-04-23 00:00:00,ELSEVIER
DOI:10.1016/j.scitotenv.2020.139051,10.1016/j.scitotenv.2020.139051,Science of The Total Environment,Effects of temperature and humidity on the daily new cases and new deaths of COVID-19 in 166 countries,"Abstract The coronavirus disease 2019 (COVID-19) pandemic is the defining global health crisis of our time and the greatest challenge facing the world. Meteorological parameters are reportedly crucial factors affecting respiratory infectious disease epidemics; however, the effect of meteorological parameters on COVID-19 remains controversial. This study investigated the effects of temperature and relative humidity on daily new cases and daily new deaths of COVID-19, which has useful implications for policymakers and the public. Daily data on meteorological conditions, new cases and new deaths of COVID-19 were collected for 166 countries (excluding China) as of March 27, 2020. Log-linear generalized additive model was used to analyze the effects of temperature and relative humidity on daily new cases and daily new deaths of COVID-19, with potential confounders controlled for, including wind speed, median age of the national population, Global Health Security Index, Human Development Index and population density. Our findings revealed that temperature and relative humidity were both negatively related to daily new cases and deaths. A 1 °C increase in temperature was associated with a 3.08% (95% CI: 1.53%, 4.63%) reduction in daily new cases and a 1.19% (95% CI: 0.44%, 1.95%) reduction in daily new deaths, whereas a 1% increase in relative humidity was associated with a 0.85% (95% CI: 0.51%, 1.19%) reduction in daily new cases and a 0.51% (95% CI: 0.34%, 0.67%) reduction in daily new deaths. The results remained robust when different lag structures and the sensitivity analysis were used. These findings provide preliminary evidence that the COVID-19 pandemic may be partially suppressed with temperature and humidity increases. However, active measures must be taken to control the source of infection, block transmission and prevent further spread of COVID-19.",2020-04-28 00:00:00,ELSEVIER
DOI:10.1016/j.scitotenv.2020.138890,10.1016/j.scitotenv.2020.138890,Science of The Total Environment,Impact of temperature on the dynamics of the COVID-19 outbreak in China,"                                                  A COVID-19 outbreak emerged in Wuhan, China at the end of 2019 and developed into a global pandemic during March 2020. The effects of temperature on the dynamics of the COVID-19 epidemic in China are unknown. Data on COVID-19 daily confirmed cases and daily mean temperatures were collected from 31 provincial-level regions in mainland China between Jan. 20 and Feb. 29, 2020. Locally weighted regression and smoothing scatterplot (LOESS), distributed lag nonlinear models (DLNMs), and random-effects meta-analysis were used to examine the relationship between daily confirmed cases rate of COVID-19 and temperature conditions. The daily number of new cases peaked on Feb. 12, and then decreased. The daily confirmed cases rate of COVID-19 had a biphasic relationship with temperature (with a peak at 10 °C), and the daily incidence of COVID-19 decreased at values below and above these values. The overall epidemic intensity of COVID-19 reduced slightly following days with higher temperatures with a relative risk (RR) was 0.96 (95% CI: 0.93, 0.99). A random-effect meta-analysis including 28 provinces in mainland China, we confirmed the statistically significant association between temperature and RR during the study period (Coefficient = −0.0100, 95% CI: −0.0125, −0.0074). The DLNMs in Hubei Province (outside of Wuhan) and Wuhan showed similar patterns of temperature. Additionally, a modified susceptible-exposed-infectious-recovered (M-SEIR) model, with adjustment for climatic factors, was used to provide a complete characterization of the impact of climate on the dynamics of the COVID-19 epidemic.",2020-04-23 00:00:00,ELSEVIER
DOI:10.1016/j.jor.2020.04.006,10.1016/j.jor.2020.04.006,Journal of Orthopaedics,Orthopaedic patient workflow in CoViD-19 pandemic in Italy,"                                                  CoViD-19 epidemic started in China in late December 2019, and soon spread, turning into a pandemic. All medical specialties have soon been involved in the management of CoViD-19 patients; the daily Orthopaedic activity has been affected profoundly by this dramatic health emergency. The present paper aims to summarize all the measures and changes that had to be made in order to avoid the healthcare system collapse in the most affected areas, and provides an operative flowchart.",2020-04-25 00:00:00,ELSEVIER
DOI:10.1016/j.envres.2020.109586,10.1016/j.envres.2020.109586,Environmental Research,Biomass use and COVID-19: A novel concern,"Abstract Evidence supports the link between air pollution and COVID-19 and thus it is likely that exposure to biomass smoke is associated with COVID-19. The poor, including refugees and migrant workers staying in fragile conditions, are most vulnerable. An outbreak of COVID-19 in a place where the concept of physical distancing is next to impossible could easily overwhelm the public health system. It is thus essential to understand the consequences of being exposed to smoke in relation to COVID-19 infection.",2020-04-24 00:00:00,ELSEVIER
DOI:10.1016/j.athoracsur.2020.03.005,10.1016/j.athoracsur.2020.03.005,The Annals of Thoracic Surgery,COVID-19 Guidance for Triage of Operations for Thoracic Malignancies: A Consensus Statement from Thoracic Surgery Outcomes Research Network,"                                                  The extraordinary demands of managing the COVID-19 pandemic has disrupted the world’s ability to care for patients with thoracic malignancies. As a hospital’s COVID-19 population increases and hospital resources are depleted, the ability to provide surgical care is progressively restricted - forcing surgeons to prioritize among their cancer populations. Representatives from multiple cancer, surgical and research organizations have come together to provide a guide for triaging patients with thoracic malignancies, as the impact of COVID-19 evolves as each hospital.",2020-04-09 00:00:00,ELSEVIER
DOI:10.1016/j.bbi.2020.04.077,10.1016/j.bbi.2020.04.077,"Brain, Behavior, and Immunity",COVID-19 presenting as stroke,"                                                  Objective                   Acute stroke remains a medical emergency even during the COVID-19 pandemic. Most patients with COVID-19 infection present with constitutional and respiratory symptoms; while others present with atypical gastrointestinal, cardiovascular, or neurological manifestations. Here we present a series of four patients with COVID-19 that presented with acute stroke.                                                   Methods                   We searched the hospital databases for patients that presented with acute stroke and concomitant features of suspected COVID-19 infection. All patients who had radiographic evidence of stroke and PCR-confirmed COVID-19 infection were included in the study. Patients admitted to the hospital with PCR- confirmed COVID-19 disease whose hospital course was complicated with acute stroke while inpatient were excluded from the study. Retrospective patient data were obtained from electronic medical records. Informed consent was obtained.                                                   Results                   We identified four patients who presented with radiographic confirmation of acute stroke and PCR-confirmed SARS-CoV-2 infection. We elucidate the clinical characteristics, imaging findings, and the clinical course.                                                   Conclusions                   Timely assessment and hyperacute treatment is the key to minimize mortality and morbidity of patients with acute stroke. Stroke teams should be wary of the fact that COVID-19 patients can present with cerebrovascular accidents and should dawn appropriate personal protective equipment in every suspected patient. Further studies are urgently needed to improve current understandings of neurological pathology in the setting of COVID-19 infection.",2020-04-28 00:00:00,ELSEVIER
DOI:10.1016/j.adro.2020.04.014,10.1016/j.adro.2020.04.014,Advances in Radiation Oncology,Experiencing the Surge: Report from a Large New York Radiation Oncology Department During the COVID-19 Pandemic,"Purpose/Objective(s): The COVID-19 pandemic is impacting all aspects of life and changing the practice of medicine. Multiple recommendations exist on how radiation oncology practices should deal with this crisis, but little information is available on what actually happens when the COVID-19 surge arrives. New York City experienced the first surge of COVID-19 in the United States and is now the epicenter of the global pandemic. This study reviews the impact of COVID-19 on a hospital system in New York on aspects of medicine, nursing, radiation therapy, and administration. Materials/Methods: A retrospective review was conducted of the department of radiation oncology in a single health system in New York from 3/1/20 to 4/1/20. Collaboration was obtained from physicians, nursing, radiation therapy, and administration to recall their policies and impact on specific duties. A timeline was reconstructed to chronicle significant events. Numbers were obtained for patients on treatment, treatments breaks, and COVID-19 infections amongst staff and patients. Results The COVID-19 surge had a tremendous impact on the health system including cessation of all of surgeries, including oncologic surgery, as well as transfer of all inpatient oncology services to makeshift outpatient facilities. Radiation Oncology made aggressive efforts to reduce patients on treatment to protect patients and staff as well reallocate staff and space for more acute clinical needs. Patients on-beam were reduced by 27% from 172 to 125 by 4/1/20. Almost all visits were changed to telemedicine within 2 weeks. Infection rates and quarantine were quite low amongst staff and patients. The majority of residents were deployed into COVID-19 clinical settings. Conclusion While “planning for the worst”, our health system was able to make necessary changes to still function at a reduced capacity. Our experience will give other departments a concrete experience to help them make their own policies and manage expectations.",2020-05-05 00:00:00,ELSEVIER
DOI:10.1016/j.ijid.2020.04.061,10.1016/j.ijid.2020.04.061,International Journal of Infectious Diseases,Mild versus severe COVID-19: Laboratory markers,"Abstract The number of COVID-19 patients is dramatically increasing worldwide. Treatment in intensive care units (ICU) has become a major challenge; therefore, early recognition of severe forms is absolutely essential for timely triaging of patients. While the clinical status, in particular peripheral oxygen saturation (SpO2) levels, and concurrent comorbidities of COVID-19 patients largely determine the need for their admittance to ICUs, several laboratory parameters may facilitate the assessment of disease severity. Clinicians should consider low lymphocyte count as well as the serum levels of CRP, D-dimers, ferritin, cardiac troponin and IL-6, which may be used in risk stratification to predict severe and fatal COVID-19 in hospitalised patients. It is more likely that the course of the disease will be unfavourable if some or all of these parameters are altered.",2020-04-25 00:00:00,ELSEVIER
URL:international-coalition-medicines-regulatory-authorities-icmra,N/A,Update,International Coalition of Medicines Regulatory Authorities (ICMRA),"EMA chaired the second bi-weekly global regulators’ meeting on COVID-19-related policy approaches and regulatory flexibility on Thursday 30 April, under the umbrella of the International Coalition of Medicines Regulatory Authorities (ICMRA). Participants focused on the development of medicines and vaccines development against COVID-19, and stressed the need for the alignment of regulatory requirements to help speed their development, evaluation and availability.",2020-05-05 00:00:00,EMA
URL:guidance-medicine-developers-companies-covid-19,N/A,Update,Guidance for medicine developers and companies on COVID-19,"EMA published 


guidance for developers on the rapid review procedures

 it has put in place to speed up development and approval of COVID-19 treatments and vaccines. The rapid procedures can accelerate every step of the regulatory pathway while ensuring that robust evidence on efficacy, safety and quality is generated to support scientific and regulatory decisions. As these procedures require developers to submit well-prepared dossiers, EMA encourages them to contact the Agency as soon as possible to discuss their strategy for evidence-generation, by emailing their proposals to 2019-ncov@ema.europa.eu.",2020-05-04 00:00:00,EMA
URL:guidance-medicine-developers-companies-covid-19,N/A,Update,Guidance for medicine developers and companies on COVID-19,"EMA updated its guidance for marketing authorisation holders on how to submit COVID-19-related individual case safety reports (ICSR) to EudraVigilance. The update of the guidance follows the implementation of version 23.0 of the Medical Dictionary for Regulatory Activities (MedDRA) containing additional COVID-19-related terms in EudraVigilance on Monday, 4 May.",2020-05-04 00:00:00,EMA
URL:guidance-medicine-developers-companies-covid-19,N/A,Update,Guidance for medicine developers and companies on COVID-19,"EMA, the European Commission and the national competent authorities published questions and answers on regulatory expectations for medicinal products for veterinary use during the COVID-19 pandemic. This guidance is for pharmaceutical companies responsible for veterinary medicines and sets out the adaptations to the regulatory framework in place to address challenges arising from the COVID-19 pandemic. It covers marketing authorisation procedures, pharmacovigilance and good-manufacturing-practice (GMP) certificates, and inspections for veterinary medicines.",2020-05-04 00:00:00,EMA
