ID,DOI,Type,PublishedDate,Source,ScrapDate,title_words,abstract_sentences,abstract_words,abstract_length,abstract_wc,abstract_kw,abstract_kw_sum,abstract_sentiment
DOI:10.1016/j.jaci.2020.04.029,10.1016/j.jaci.2020.04.029,Journal of Allergy and Clinical Immunology,2020-04-29 00:00:00,ELSEVIER,2020-05-15 10:57:38.352608,"['type', 'ifn', 'immunoprofiling', 'covid-19', 'patient']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.therap.2020.04.004,10.1016/j.therap.2020.04.004,Therapies,2020-04-23 00:00:00,ELSEVIER,2020-05-15 10:57:38.352608,['therapcovid-19'],['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.scitotenv.2020.139051,10.1016/j.scitotenv.2020.139051,Science of The Total Environment,2020-04-28 00:00:00,ELSEVIER,2020-05-15 10:57:38.352608,"['effects', 'temperature', 'humidity', 'daily', 'new', 'case', 'new', 'death', 'covid-19', '166', 'country']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.scitotenv.2020.138890,10.1016/j.scitotenv.2020.138890,Science of The Total Environment,2020-04-23 00:00:00,ELSEVIER,2020-05-15 10:57:38.352608,"['impact', 'temperature', 'dynamic', 'covid-19', 'outbreak', 'china']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.ijid.2020.05.037,10.1016/j.ijid.2020.05.037,International Journal of Infectious Diseases,2020-05-14 00:00:00,ELSEVIER,2020-05-15 10:57:38.352608,"['proportion', 'covid-19', 'cases', 'asymptomatic', 'south', 'korea', '', 'comment', 'nishiura', 'al']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
URL:treatments-vaccines-covid-19,,Update,2020-05-14 00:00:00,EMA,2020-05-15 10:57:38.352608,"['treatments', 'vaccine', 'covid-19']","['EMA hold virtual press brief explain effort expedite development approval COVID-19 treatment vaccine , role ensure continue availability crucial medicine EU pandemic , publication reliable information patient healthcare professional .', 'The press brief feature Noël Wathion , EMA ’ Deputy Executive Director , Marco Cavaleri , EMA ’ Head Biological Health Threats Vaccines Strategy .', 'A record brief available .']","['ema', 'hold', 'virtual', 'press', 'brief', 'explain', 'effort', 'expedite', 'development', 'approval', 'covid-19', 'treatment', 'vaccine', '', 'role', 'ensure', 'continue', 'availability', 'crucial', 'medicine', 'eu', 'pandemic', '', 'publication', 'reliable', 'information', 'patient', 'healthcare', 'professional', '', 'press', 'brief', 'feature', 'nol', 'wathion', '', 'ema', '', 'deputy', 'executive', 'director', '', 'marco', 'cavaleri', '', 'ema', '', 'head', 'biological', 'health', 'threats', 'vaccines', 'strategy', '', 'record', 'brief', 'available', '']",58,"{'': 10, 'ema': 3, 'brief': 3, 'press': 2, 'hold': 1, 'virtual': 1, 'explain': 1, 'effort': 1, 'expedite': 1, 'development': 1, 'approval': 1, 'covid-19': 1, 'treatment': 1, 'vaccine': 1, 'role': 1, 'ensure': 1, 'continue': 1, 'availability': 1, 'crucial': 1, 'medicine': 1}",{},0,0.4404
URL:fees-payable-european-medicines-agency,,Update,2020-05-14 00:00:00,EMA,2020-05-15 10:57:38.352608,"['fees', 'payable', 'european', 'medicines', 'agency']","['EMA announce waive fee on-site inspection manufacture site blood establishment inspect remotely pandemic remote inspection could confirm compliance good manufacture practice ( GMP ) standard .', 'For detail , see decision EMA ’ Executive Director .']","['ema', 'announce', 'waive', 'fee', 'on-site', 'inspection', 'manufacture', 'site', 'blood', 'establishment', 'inspect', 'remotely', 'pandemic', 'remote', 'inspection', 'confirm', 'compliance', 'manufacture', 'practice', '', 'gmp', '', 'standard', '', 'detail', '', 'decision', 'ema', '', 'executive', 'director', '']",32,"{'': 6, 'ema': 2, 'inspection': 2, 'manufacture': 2, 'announce': 1, 'waive': 1, 'fee': 1, 'on-site': 1, 'site': 1, 'blood': 1, 'establishment': 1, 'inspect': 1, 'remotely': 1, 'pandemic': 1, 'remote': 1, 'confirm': 1, 'compliance': 1, 'practice': 1, 'gmp': 1, 'standard': 1}",{},0,0.4404
URL:treatments-vaccines-covid-19,,Update,2020-05-14 00:00:00,EMA,2020-05-15 10:57:38.352608,"['treatments', 'vaccine', 'covid-19']",['EMA give update state contact developer around:115 potential COVID-19 treatment ; 33 potential COVID-19 vaccine .'],"['ema', 'give', 'update', 'state', 'contact', 'developer', 'around115', 'potential', 'covid-19', 'treatment', '', '33', 'potential', 'covid-19', 'vaccine', '']",16,"{'potential': 2, 'covid-19': 2, '': 2, 'ema': 1, 'give': 1, 'update': 1, 'state': 1, 'contact': 1, 'developer': 1, 'around115': 1, 'treatment': 1, '33': 1, 'vaccine': 1}",{},0,0.0
URL:emas-governance-during-covid-19-pandemic,,Update,2020-05-13 00:00:00,EMA,2020-05-15 10:57:38.352608,"['ema', '', 'governance', 'covid-19', 'pandemic']","['EMA ’ Executive Director , Guido Rasi , brief European Parliament ’ Committee Environment , Public Health Food Safety ( ENVI ) EMA ’ response COVID-19 Tuesday , 12 May .', 'He explain EMA ’ effort expedite development approval COVID-19 treatment vaccine , role ensure continue availability crucial medicine EU pandemic , publication reliable information patient healthcare professional .', 'A record session available European Parliament ’ website .']","['ema', '', 'executive', 'director', '', 'guido', 'rasi', '', 'brief', 'european', 'parliament', '', 'committee', 'environment', '', 'public', 'health', 'food', 'safety', '', 'envi', '', 'ema', '', 'response', 'covid-19', 'tuesday', '', '12', '', 'explain', 'ema', '', 'effort', 'expedite', 'development', 'approval', 'covid-19', 'treatment', 'vaccine', '', 'role', 'ensure', 'continue', 'availability', 'crucial', 'medicine', 'eu', 'pandemic', '', 'publication', 'reliable', 'information', 'patient', 'healthcare', 'professional', '', 'record', 'session', 'available', 'european', 'parliament', '', 'website', '']",65,"{'': 16, 'ema': 3, 'european': 2, 'parliament': 2, 'covid-19': 2, 'executive': 1, 'director': 1, 'guido': 1, 'rasi': 1, 'brief': 1, 'committee': 1, 'environment': 1, 'public': 1, 'health': 1, 'food': 1, 'safety': 1, 'envi': 1, 'response': 1, 'tuesday': 1, '12': 1}",{'safety': 1},1,0.8176
URL:treatments-vaccines-covid-19,,Update,2020-05-11 00:00:00,EMA,2020-05-15 10:57:38.352608,"['treatments', 'vaccine', 'covid-19']","['EMA ’ CHMP recommend extend compassionate use investigational medicine remdesivir group patient Europe , base preliminary result study medicine .', 'The update recommendation cover hospitalise patient require supplemental oxygen , non-invasive ventilation , high-flow oxygen device ECMO ( extracorporeal membrane oxygenation ) , addition invasive mechanical ventilation .']","['ema', '', 'chmp', 'recommend', 'extend', 'compassionate', 'investigational', 'medicine', 'remdesivir', 'group', 'patient', 'europe', '', 'base', 'preliminary', 'result', 'study', 'medicine', '', 'update', 'recommendation', 'cover', 'hospitalise', 'patient', 'require', 'supplemental', 'oxygen', '', 'non-invasive', 'ventilation', '', 'high-flow', 'oxygen', 'device', 'ecmo', '', 'extracorporeal', 'membrane', 'oxygenation', '', '', 'addition', 'invasive', 'mechanical', 'ventilation', '']",46,"{'': 9, 'medicine': 2, 'patient': 2, 'oxygen': 2, 'ventilation': 2, 'ema': 1, 'chmp': 1, 'recommend': 1, 'extend': 1, 'compassionate': 1, 'investigational': 1, 'remdesivir': 1, 'group': 1, 'europe': 1, 'base': 1, 'preliminary': 1, 'result': 1, 'study': 1, 'update': 1, 'recommendation': 1}",{},0,0.7506
URL:availability-medicines-during-covid-19-pandemic,,Update,2020-05-08 00:00:00,EMA,2020-05-15 10:57:38.352608,"['availability', 'medicine', 'covid-19', 'pandemic']","['EMA provide update measure EU authority put place support continue availability medicine pandemic , follow meet EU Executive Steering Group Shortages Medicines Caused Major Events .']","['ema', 'provide', 'update', 'measure', 'eu', 'authority', 'put', 'place', 'support', 'continue', 'availability', 'medicine', 'pandemic', '', 'follow', 'meet', 'eu', 'executive', 'steering', 'group', 'shortages', 'medicines', 'caused', 'major', 'events', '']",26,"{'eu': 2, '': 2, 'ema': 1, 'provide': 1, 'update': 1, 'measure': 1, 'authority': 1, 'put': 1, 'place': 1, 'support': 1, 'continue': 1, 'availability': 1, 'medicine': 1, 'pandemic': 1, 'follow': 1, 'meet': 1, 'executive': 1, 'steering': 1, 'group': 1, 'shortages': 1}",{},0,0.34
URL:guidance-medicine-developers-companies-covid-19,,Update,2020-05-07 00:00:00,EMA,2020-05-15 10:57:38.352608,"['guidance', 'medicine', 'developer', 'company', 'covid-19']","['EMA update eSubmission Gateway user interface allow applicant flag submission relate COVID-19 .', 'The aim help EMA rapidly identify prioritise COVID-19-related submission .', 'More information , include update user guide release note available eSubmission website .']","['ema', 'update', 'esubmission', 'gateway', 'user', 'interface', 'allow', 'applicant', 'flag', 'submission', 'relate', 'covid-19', '', 'aim', 'help', 'ema', 'rapidly', 'identify', 'prioritise', 'covid-19-related', 'submission', '', 'information', '', 'include', 'update', 'user', 'guide', 'release', 'note', 'available', 'esubmission', 'website', '']",34,"{'': 4, 'ema': 2, 'update': 2, 'esubmission': 2, 'user': 2, 'submission': 2, 'gateway': 1, 'interface': 1, 'allow': 1, 'applicant': 1, 'flag': 1, 'relate': 1, 'covid-19': 1, 'aim': 1, 'help': 1, 'rapidly': 1, 'identify': 1, 'prioritise': 1, 'covid-19-related': 1, 'information': 1}",{},0,0.5574
URL:international-coalition-medicines-regulatory-authorities-icmra,,Update,2020-05-05 00:00:00,EMA,2020-05-15 10:57:38.352608,"['international', 'coalition', 'medicines', 'regulatory', 'authorities', '', 'icmra', '']","['EMA chair second bi-weekly global regulator ’ meet COVID-19-related policy approach regulatory flexibility Thursday 30 April , umbrella International Coalition Medicines Regulatory Authorities ( ICMRA ) .', 'Participants focus development medicine vaccine development COVID-19 , stress need alignment regulatory requirement help speed development , evaluation availability .']","['ema', 'chair', 'second', 'bi-weekly', 'global', 'regulator', '', 'meet', 'covid-19-related', 'policy', 'approach', 'regulatory', 'flexibility', 'thursday', '30', 'april', '', 'umbrella', 'international', 'coalition', 'medicines', 'regulatory', 'authorities', '', 'icmra', '', '', 'participants', 'focus', 'development', 'medicine', 'vaccine', 'development', 'covid-19', '', 'stress', 'alignment', 'regulatory', 'requirement', 'help', 'speed', 'development', '', 'evaluation', 'availability', '']",46,"{'': 8, 'regulatory': 3, 'development': 3, 'ema': 1, 'chair': 1, 'second': 1, 'bi-weekly': 1, 'global': 1, 'regulator': 1, 'meet': 1, 'covid-19-related': 1, 'policy': 1, 'approach': 1, 'flexibility': 1, 'thursday': 1, '30': 1, 'april': 1, 'umbrella': 1, 'international': 1, 'coalition': 1}",{},0,0.3182
URL:guidance-medicine-developers-companies-covid-19,,Update,2020-05-04 00:00:00,EMA,2020-05-15 10:57:38.352608,"['guidance', 'medicine', 'developer', 'company', 'covid-19']","['EMA publish guidance developer rapid review procedure put place speed development approval COVID-19 treatment vaccine .', 'The rapid procedure accelerate every step regulatory pathway ensure robust evidence efficacy , safety quality generate support scientific regulatory decision .', 'As procedure require developer submit well-prepared dossier , EMA encourage contact Agency soon possible discus strategy evidence-generation , email proposal 2019-ncov @ ema.europa.eu .']","['ema', 'publish', 'guidance', 'developer', 'rapid', 'review', 'procedure', 'put', 'place', 'speed', 'development', 'approval', 'covid-19', 'treatment', 'vaccine', '', 'rapid', 'procedure', 'accelerate', 'every', 'step', 'regulatory', 'pathway', 'ensure', 'robust', 'evidence', 'efficacy', '', 'safety', 'quality', 'generate', 'support', 'scientific', 'regulatory', 'decision', '', 'procedure', 'require', 'developer', 'submit', 'well-prepared', 'dossier', '', 'ema', 'encourage', 'contact', 'agency', 'soon', 'possible', 'discus', 'strategy', 'evidence-generation', '', 'email', 'proposal', '2019-ncov', '', 'emaeuropaeu', '']",59,"{'': 7, 'procedure': 3, 'ema': 2, 'developer': 2, 'rapid': 2, 'regulatory': 2, 'publish': 1, 'guidance': 1, 'review': 1, 'put': 1, 'place': 1, 'speed': 1, 'development': 1, 'approval': 1, 'covid-19': 1, 'treatment': 1, 'vaccine': 1, 'accelerate': 1, 'every': 1, 'step': 1}",{'safety': 1},1,0.9423
URL:guidance-medicine-developers-companies-covid-19,,Update,2020-05-04 00:00:00,EMA,2020-05-15 10:57:38.352608,"['guidance', 'medicine', 'developer', 'company', 'covid-19']","['EMA update guidance market authorisation holder submit COVID-19-related individual case safety report ( ICSR ) EudraVigilance .', 'The update guidance follow implementation version 23.0 Medical Dictionary Regulatory Activities ( MedDRA ) contain additional COVID-19-related term EudraVigilance Monday , 4 May .']","['ema', 'update', 'guidance', 'market', 'authorisation', 'holder', 'submit', 'covid-19-related', 'individual', 'case', 'safety', 'report', '', 'icsr', '', 'eudravigilance', '', 'update', 'guidance', 'follow', 'implementation', 'version', '230', 'medical', 'dictionary', 'regulatory', 'activities', '', 'meddra', '', 'contain', 'additional', 'covid-19-related', 'term', 'eudravigilance', 'monday', '', '4', '']",39,"{'': 7, 'update': 2, 'guidance': 2, 'covid-19-related': 2, 'eudravigilance': 2, 'ema': 1, 'market': 1, 'authorisation': 1, 'holder': 1, 'submit': 1, 'individual': 1, 'case': 1, 'safety': 1, 'report': 1, 'icsr': 1, 'follow': 1, 'implementation': 1, 'version': 1, '230': 1, 'medical': 1}",{'safety': 1},1,0.4215
URL:guidance-medicine-developers-companies-covid-19,,Update,2020-05-04 00:00:00,EMA,2020-05-15 10:57:38.352608,"['guidance', 'medicine', 'developer', 'company', 'covid-19']","['EMA , European Commission national competent authority publish question answer regulatory expectation medicinal product veterinary use COVID-19 pandemic .', 'This guidance pharmaceutical company responsible veterinary medicine set adaptation regulatory framework place address challenge arise COVID-19 pandemic .', 'It cover market authorisation procedure , pharmacovigilance good-manufacturing-practice ( GMP ) certificate , inspection veterinary medicine .']","['ema', '', 'european', 'commission', 'national', 'competent', 'authority', 'publish', 'question', 'answer', 'regulatory', 'expectation', 'medicinal', 'product', 'veterinary', 'covid-19', 'pandemic', '', 'guidance', 'pharmaceutical', 'company', 'responsible', 'veterinary', 'medicine', 'set', 'adaptation', 'regulatory', 'framework', 'place', 'address', 'challenge', 'arise', 'covid-19', 'pandemic', '', 'cover', 'market', 'authorisation', 'procedure', '', 'pharmacovigilance', 'good-manufacturing-practice', '', 'gmp', '', 'certificate', '', 'inspection', 'veterinary', 'medicine', '']",51,"{'': 8, 'veterinary': 3, 'regulatory': 2, 'covid-19': 2, 'pandemic': 2, 'medicine': 2, 'ema': 1, 'european': 1, 'commission': 1, 'national': 1, 'competent': 1, 'authority': 1, 'publish': 1, 'question': 1, 'answer': 1, 'expectation': 1, 'medicinal': 1, 'product': 1, 'guidance': 1, 'pharmaceutical': 1}",{},0,0.6369
URL:treatments-vaccines-covid-19,,Update,2020-04-30 00:00:00,EMA,2020-05-15 10:57:38.352608,"['treatments', 'vaccine', 'covid-19']","['EMA announce human medicine committee ( CHMP ) start roll review data use investigational antiviral medicine remdesivir treatment COVID-19 .', 'This mean CHMP assess data become available roll basis development still ongoing .', ""This one Agency 's regulatory tool speed evaluation promise investigational treatment public health emergency .""]","['ema', 'announce', 'human', 'medicine', 'committee', '', 'chmp', '', 'start', 'roll', 'review', 'data', 'investigational', 'antiviral', 'medicine', 'remdesivir', 'treatment', 'covid-19', '', 'mean', 'chmp', 'assess', 'data', 'become', 'available', 'roll', 'basis', 'development', 'still', 'ongoing', '', 'one', 'agency', 'regulatory', 'tool', 'speed', 'evaluation', 'promise', 'investigational', 'treatment', 'public', 'health', 'emergency', '']",44,"{'': 5, 'medicine': 2, 'chmp': 2, 'roll': 2, 'data': 2, 'investigational': 2, 'treatment': 2, 'ema': 1, 'announce': 1, 'human': 1, 'committee': 1, 'start': 1, 'review': 1, 'antiviral': 1, 'remdesivir': 1, 'covid-19': 1, 'mean': 1, 'assess': 1, 'become': 1, 'available': 1}",{},0,-0.0772
URL:availability-medicines-during-covid-19-pandemic,,Update,2020-04-30 00:00:00,EMA,2020-05-15 10:57:38.352608,"['availability', 'medicine', 'covid-19', 'pandemic']","['EMA provide update measure EU authority put place support continue availability medicine pandemic , follow meet EU Executive Steering Group Shortages Medicines Caused Major Events .']","['ema', 'provide', 'update', 'measure', 'eu', 'authority', 'put', 'place', 'support', 'continue', 'availability', 'medicine', 'pandemic', '', 'follow', 'meet', 'eu', 'executive', 'steering', 'group', 'shortages', 'medicines', 'caused', 'major', 'events', '']",26,"{'eu': 2, '': 2, 'ema': 1, 'provide': 1, 'update': 1, 'measure': 1, 'authority': 1, 'put': 1, 'place': 1, 'support': 1, 'continue': 1, 'availability': 1, 'medicine': 1, 'pandemic': 1, 'follow': 1, 'meet': 1, 'executive': 1, 'steering': 1, 'group': 1, 'shortages': 1}",{},0,0.34
URL:guidance-medicine-developers-companies-covid-19,,Update,2020-04-28 00:00:00,EMA,2020-05-15 10:57:38.352608,"['guidance', 'medicine', 'developer', 'company', 'covid-19']","['EMA , European Commission Heads Medicines Agencies update Guidance management clinical trial COVID-19 ( coronavirus ) pandemic .', 'The update guidance include recommendation simple flexible measure sponsor take manage clinical trial COVID-19 pandemic , give impact European health system society general .']","['ema', '', 'european', 'commission', 'heads', 'medicines', 'agencies', 'update', 'guidance', 'management', 'clinical', 'trial', 'covid-19', '', 'coronavirus', '', 'pandemic', '', 'update', 'guidance', 'include', 'recommendation', 'simple', 'flexible', 'measure', 'sponsor', 'manage', 'clinical', 'trial', 'covid-19', 'pandemic', '', 'give', 'impact', 'european', 'health', 'system', 'society', 'general', '']",40,"{'': 6, 'european': 2, 'update': 2, 'guidance': 2, 'clinical': 2, 'trial': 2, 'covid-19': 2, 'pandemic': 2, 'ema': 1, 'commission': 1, 'heads': 1, 'medicines': 1, 'agencies': 1, 'management': 1, 'coronavirus': 1, 'include': 1, 'recommendation': 1, 'simple': 1, 'flexible': 1, 'measure': 1}",{},0,0.2263
